masterSku,title,brand,categoryLeaf,city,cityName,price,priceBeforeDiscount,discount
135804885,Адаптер Boya BY-V4 Type-C,Boya,Аксессуары для микрофонов,511010000,Шымкент,990,990,0
149659104,Наушники NOTHING CMF Headphone Pro белый,NOTHING,Наушники,511010000,Шымкент,47818,47818,0
154177783,ONYX BOOX Palma 2 Pro черный,ONYX BOOX,Электронные книги,511010000,Шымкент,199990,199990,0
140461085,"24.5"" XTREON XT2553E черный + подарок",XTREON,Мониторы,511010000,Шымкент,79990,99988,20
135746513,Oclean Х Lite зубная щетка жесткая 1 шт,Oclean,"Зубные щетки, очистители языка",511010000,Шымкент,14990,14990,0
153636967,DREAME Vista 43K100 109 см черный,DREAME,Телевизоры,511010000,Шымкент,199990,199990,0
146998171,Аэрогриль TROUVER Aeroglass AF20 Pro 4 л черный,TROUVER,Аэрогрили,511010000,Шымкент,74990,74990,0
140082695,Milwaukee дрель-шуруповерт M12 BLDDRC-202C 4933499686,Milwaukee,Дрели и шуруповерты,511010000,Шымкент,133490,133490,0
117493874,Электробритва Enchen MS003 сеточная,Enchen,Электробритвы,511010000,Шымкент,7990,7990,0
149003773,Наушники QCY V200 черный,QCY,Наушники,511010000,Шымкент,17990,17990,0
154286223,Беговая дорожка Xiaomi KingSmith WalkingPad Z3 электрическая,Xiaomi,Беговые дорожки,511010000,Шымкент,219990,219990,0
149589157,Креатин 1WIN Креатин моногидрат+глютамин+аргинин лесные ягоды 200 г,1WIN,Креатин,511010000,Шымкент,4990,4990,0
101531370,Milwaukee C12 C 4932352000 1 шт,Milwaukee,Зарядные устройства для инструментов,511010000,Шымкент,36690,36690,0
139437021,Препарат для укрепления связок и суставов 1WIN Хелc пак поддержка суставов» «Joint support Нealth pack»,1WIN,Препараты для укрепления связок и суставов,511010000,Шымкент,8900,12184,27
149704951,Креатин 1WIN Креатин моногидрат малина 400 г,1WIN,Креатин,511010000,Шымкент,7990,9988,20
140070528,Поилка TROUVER WF10 Pro 1500 мл белый,TROUVER,Миски и поилки для животных,511010000,Шымкент,36990,36990,0
115713461,"Шина ALTECO 50632 ( кол-во звеньев: 0, паз 1.1 мм, 10 см)",ALTECO,Цепи и шины для электро- бензопил,511010000,Шымкент,790,790,0
142765266,Maxler изотоник MAXLER MAX MOTION Абрикос-Манго 1000 г,Maxler,Изотоники и энергетические гели,511010000,Шымкент,15000,15000,0
1500208,Xerox Phaser 3020BI белый,Xerox,Принтеры и МФУ,511010000,Шымкент,69990,87488,20
149458123,Amazfit T-Rex 3 Pro 48 мм черный,Amazfit,Смарт-часы,511010000,Шымкент,239000,239000,0
144653467,TROUVER Robot Vacuum E20s Pro RLE24SA белый,TROUVER,Роботы-пылесосы,511010000,Шымкент,99990,99990,0
113484671,МФУ Canon Pixma G3430,Canon,Принтеры и МФУ,511010000,Шымкент,99990,99990,0
100114080,Водонагреватель накопительный Ресанта ВН-50В 50 л белый,Ресанта,Водонагреватели,511010000,Шымкент,99390,124238,20
132851526,Amazfit T-Rex 3 49 мм черный-оранжевый,Amazfit,Смарт-часы,511010000,Шымкент,139990,174988,20
100783756,MAUNFELD EOEC516W белый,MAUNFELD,Духовые шкафы,511010000,Шымкент,229990,229990,0
101913240,Стабилизатор напряжения SVC R-1000,SVC,ИБП и стабилизаторы,511010000,Шымкент,18990,18990,0
169465257,"24.5"" XTREON XT2536K белый",XTREON,Мониторы,511010000,Шымкент,119990,119990,0
120935199,Строительный пылесос Ресанта ПС-1400/15 75/19/4,Ресанта,Строительные пылесосы,511010000,Шымкент,25590,25590,0
169465318,"27"" XTREON XT2760S MiniLED белый",XTREON,Мониторы,511010000,Шымкент,119990,119990,0
118825374,Стабилизатор напряжения SVC FL-5000,SVC,ИБП и стабилизаторы,511010000,Шымкент,47990,59988,20
1600157,МФУ Xerox WorkCentre 3025NI,Xerox,Принтеры и МФУ,511010000,Шымкент,129990,129990,0
105735426,"Компрессор масляный КМП-24/230АМ ВИХРЬ 74/3/11, 8 бар",ВИХРЬ,Воздушные компрессоры,511010000,Шымкент,57390,57390,0
113352344,MAUNFELD CVCE594BK черный,MAUNFELD,Варочные поверхности,511010000,Шымкент,99990,99990,0
30400005,"Мотоблок мощность: 7.5 л.с., четырехтактный, бензин, бак – 3.6 л, ширина – 100 см, 3 скорости: 2 вперёд, 1 назад Huter MK-7500P 70/5/5",Huter,Мотоблоки,511010000,Шымкент,204190,204190,0
30000054,Ресанта сварочный аппарат инверторный САИ-190 65/2 (ручная дуговая сварка (MMA),Ресанта,"Сварочные выпрямители, инверторы",511010000,Шымкент,38590,48238,20
101913288,Стабилизатор напряжения SVC R-2000,SVC,ИБП и стабилизаторы,511010000,Шымкент,26990,26990,0
118758862,Стабилизатор напряжения SVC WL-1000,SVC,ИБП и стабилизаторы,511010000,Шымкент,18990,18990,0
145390299,"Imou камера видеонаблюдения Wi-Fi Ranger 2C, 2MP, расширение 1920x1080",Imou,Камеры видеонаблюдения,511010000,Шымкент,12990,12990,0
136599697,"Аэрогриль NEXME NAF6500 6.5 л черный, серебристый",NEXME,Аэрогрили,511010000,Шымкент,22990,22990,0
103492220,"Бассейн каркасный Bestway 56714, 427x250x100 см",Bestway,Бассейны,511010000,Шымкент,142669,142669,0
148535324,Кофемашина Delonghi ECAM220.51.B черный,Delonghi,Кофеварки и кофемашины,511010000,Шымкент,229990,229990,0
165426463,Amazfit T-Rex 3 Pro 44 мм черный-черный,Amazfit,Смарт-часы,511010000,Шымкент,234990,293738,20
15800120,"Мойка высокого давления Huter электрический 195 бар, W195-PRO",Huter,Мойки высокого давления,511010000,Шымкент,92790,92790,0
116631467,"Бассейн каркасный Bestway 561FY, 396x396x107 см",Bestway,Бассейны,511010000,Шымкент,115018,115018,0
149295132,МФУ Canon E3640,Canon,Принтеры и МФУ,511010000,Шымкент,49990,59988,17
124531131,"Imou камера видеонаблюдения Cruiser SC 3MP, 3 расширение 2304x1296",Imou,Камеры видеонаблюдения,511010000,Шымкент,31900,31900,0
101320413,Строительный пылесос Ресанта ПС-1500/20,Ресанта,Строительные пылесосы,511010000,Шымкент,46790,46790,0
132813009,"TP-LINK камера видеонаблюдения IP-камера TP-Link Tapo TC40, 3 расширение 1080P",TP-LINK,Камеры видеонаблюдения,511010000,Шымкент,23890,23890,0
100681360,Стабилизатор напряжения SVC AVR-1000-L,SVC,ИБП и стабилизаторы,511010000,Шымкент,13990,13990,0
133982763,"TP-LINK камера видеонаблюдения TC72, 4 расширение 2560x1440",TP-LINK,Камеры видеонаблюдения,511010000,Шымкент,20790,20790,0
117331275,"Канализационный насос 700 Вт КН-700 Вихрь вход под туалет, измельчительный нож, производительность 200 л/мин, напор по горизонтали 90 м, по вертикали 9 м 68/9/4",ВИХРЬ,Водяные насосы,511010000,Шымкент,90690,90690,0
128136392,"Imou камера видеонаблюдения Cruiser Dual 2 10MP, 5 расширение 2880x1620",Imou,Камеры видеонаблюдения,511010000,Шымкент,56900,56900,0
118825372,Стабилизатор напряжения SVC FL-2000,SVC,ИБП и стабилизаторы,511010000,Шымкент,26990,33738,20
149611552,Аэрогриль NEXME NAF6500 6.5 л черный,NEXME,Аэрогрили,511010000,Шымкент,20990,20990,0
143513204,TROUVER J40 черный,TROUVER,Пылесосы,511010000,Шымкент,99990,99990,0
163367471,Кофемашина NEXME BC919 черный,NEXME,Кофеварки и кофемашины,511010000,Шымкент,29990,29990,0
119801694,Стабилизатор напряжения SVC FL-600,SVC,ИБП и стабилизаторы,511010000,Шымкент,16990,16990,0
140252232,XTREON подставка для монитора DCX-T6 550x200x81 мм черный,XTREON,Подставки для мониторов,511010000,Шымкент,12990,17488,26
5400830,"Стабилизатор напряжения 15 кВт ACH-15000/3-ЭМ Ресанта электромеханический, 240-430В, трехфазный 63/4/5",Ресанта,ИБП и стабилизаторы,511010000,Шымкент,416790,416790,0
101407739,"Мойка высокого давления Ресанта электрический 170 бар, МР-170",Ресанта,Мойки высокого давления,511010000,Шымкент,66290,66290,0
101256829,Стабилизатор напряжения SVC W-2000,SVC,ИБП и стабилизаторы,511010000,Шымкент,26990,33738,20
172041450,"Гриль NEXME NSM500 серебристый, черный",NEXME,Электрогрили,511010000,Шымкент,9990,18465,46
108773609,TEFIA состав MyPoint Service Плазма для стабилизации процедуры окрашивания 1000 мл,TEFIA,Составы для выпрямления и завивки волос,511010000,Шымкент,10198,12748,20
149103891,XTREON Ryzen 5 7400F / RTX 5050 / 16 Гб / SSD 512 Гб / Win 11,XTREON,Системные блоки,511010000,Шымкент,450883,563610,20
145176641,NEXME YLW6358 белый,NEXME,Пылесосы,511010000,Шымкент,29990,29990,0
24100491,Bioderma Node DS+ для лечения шампунь 125 мл,Bioderma,Шампуни для волос,511010000,Шымкент,8900,8900,0
100141744,Ресанта сварочный аппарат инверторный САИ-250T LUX 65/72 (ручная дуговая сварка (MMA)),Ресанта,"Сварочные выпрямители, инверторы",511010000,Шымкент,78590,78590,0
117531551,Миксер NEXME CK198BG черный,NEXME,Миксеры,511010000,Шымкент,43990,81882,46
143175723,Портативная колонка MLOVE S203 черный,MLOVE,Портативные колонки,511010000,Шымкент,8990,8990,0
146998197,TROUVER M50 черный,TROUVER,Пылесосы,511010000,Шымкент,189990,239990,21
27600250,"Бензиновый триммер 2500 Вт GGT-2500S Huter двухтактный, антивибрационная система, разборная штанга, катушка с леской Easy Load/нож 40ТР, ширина скоса диском 255 мм/леской 460 мм 70/2/13",Huter,Триммеры для газона,511010000,Шымкент,54990,68738,20
101213926,"Лестница для бассейна Bestway металл, пластик, ступеней:4",Bestway,Лестницы для бассейнов,511010000,Шымкент,22044,22044,0
101145427,Триммер электрический Ресанта ЭТ-1700НВ 1700 Вт ширина кошения 42 см леска/нож разъемная штанга плавный пуск 70/1/24,Ресанта,Триммеры для газона,511010000,Шымкент,55990,55990,0
101403072,Canon настольный AS-1200 1616 черный,Canon,Калькуляторы,511010000,Шымкент,1990,4279,53
140309264,XTREON подставка для ноутбука DCX-015,XTREON,Подставки для ноутбуков,511010000,Шымкент,6990,9988,30
100434604,"Канализационный насос 300 Вт КН-300 Вихрь производительность 100 л/мин, напор по горизонтали 80 м, по вертикали 8 м 68/9/1",ВИХРЬ,Водяные насосы,511010000,Шымкент,60490,75613,20
5400807,"Стабилизатор напряжения 15 кВт ACH-15000/3-Ц Ресанта релейный, 240-430В, трехфазный 63/4/17",Ресанта,ИБП и стабилизаторы,511010000,Шымкент,331090,398738,17
113423039,МФУ Canon PIXMA G2416,Canon,Принтеры и МФУ,511010000,Шымкент,84990,84990,0
124091282,TROUVER набор Pet Grooming Vacuum Kit G1 Pro для груминга,TROUVER,Оборудование для груминга,511010000,Шымкент,44990,56990,21
131790270,XTREON подставка для ноутбука DCX-007,XTREON,Подставки для ноутбуков,511010000,Шымкент,3990,6238,36
168936981,Блендер стационарный NEXME SB-77 бежевый,NEXME,Блендеры,511010000,Шымкент,9990,16362,39
104422311,Строительный пылесос Ресанта Строительный пылесос Ресанта ПС-1500/30,Ресанта,Строительные пылесосы,511010000,Шымкент,52590,65738,20
167333812,TROUVER K20 Max белый,TROUVER,Пылесосы,511010000,Шымкент,139990,169990,18
100141731,Ресанта сварочный аппарат инверторный САИ-220T LUX 65/71 (ручная дуговая сварка (MMA)),Ресанта,"Сварочные выпрямители, инверторы",511010000,Шымкент,61890,77363,20
101407704,"Мойка высокого давления Ресанта электрический 170 бар, МР-170Б",Ресанта,Мойки высокого давления,511010000,Шымкент,74390,74390,0
30000049,Ресанта сварочный аппарат инверторный САИ-160 65/1 (ручная дуговая сварка (MMA),Ресанта,"Сварочные выпрямители, инверторы",511010000,Шымкент,30290,30290,0
100091043,"Бассейн надувной Bestway Аквариум 53052, 239x206x26 см",Bestway,Бассейны,511010000,Шымкент,21114,21114,0
146054262,"Imou камера видеонаблюдения Wi-Fi Bullet 2E 5MP, 5MP, расширение 2880x1620",Imou,Камеры видеонаблюдения,511010000,Шымкент,27900,27900,0
157757556,NEXME G10 Lite белый,NEXME,Пылесосы,511010000,Шымкент,24990,29990,17
167374705,"Видеоглазок с монитором Imou VD1 5МП, Wi-Fi 6, дисплей 4.3""",Imou,Домофоны,511010000,Шымкент,39990,39990,0
104105549,Стабилизатор напряжения SVC AVR-1500-S,SVC,ИБП и стабилизаторы,511010000,Шымкент,14990,18738,20
105488772,"Мотоблок мощность 13 л.с., четырехтактный, бензин, бак – 6 л, ширина – 140 см, 3 скорости: 2 вперёд, 1 назад Huter МК-13000P 70/5/18",Huter,Мотоблоки,511010000,Шымкент,355390,355390,0
143069399,"TP-LINK камера видеонаблюдения Tapo TC65, 3MP, расширение 2304x1296",TP-LINK,Камеры видеонаблюдения,511010000,Шымкент,21990,27488,20
104105562,Стабилизатор напряжения SVC AVR-600-S,SVC,ИБП и стабилизаторы,511010000,Шымкент,12490,15613,20
159842771,Аэрогриль TROUVER FD10s Pro 6 л белый,TROUVER,Аэрогрили,511010000,Шымкент,54990,54990,0
17900042,"Электрогенератор 5 кВт 220В DY6500LX Huter бензиновый 4-х тактный двигатель, макс. мощность 5.5 кВт, ручной и электростартер, однофазный, бак 22л, емкость системы смазки 1.1л 64/1/7",Huter,Электрогенераторы,511010000,Шымкент,261390,261390,0
145382574,Midea Осушитель воздуха Midea MDDA-30DEN7 белый,Midea,Осушители воздуха,511010000,Шымкент,129900,129900,0
131790341,XTREON подставка для ноутбука DCX-A11,XTREON,Подставки для ноутбуков,511010000,Шымкент,4490,6238,28
100096607,"мощность 7.5 л.с., четырехтактный, бензин, бак – 3.6 л, ширина – 100 см 3 скорости: 2 вперёд, 1 назад Huter MK-7500P-10 70/5/12",Huter,Мотоблоки,511010000,Шымкент,215490,215490,0
146077161,"Imou камера видеонаблюдения Wi-Fi Cue 2 3MP, 3MP, расширение 2304x1296",Imou,Камеры видеонаблюдения,511010000,Шымкент,13990,13990,0
114103349,МФУ Canon PIXMA G2430,Canon,Принтеры и МФУ,511010000,Шымкент,84990,84990,0
167292153,Наушники REDMI Headphones Neo черный,REDMI,Наушники,511010000,Шымкент,35990,35990,0
168936926,Соковыжималка NEXME JS-60 белый,NEXME,Соковыжималки,511010000,Шымкент,17990,32742,45
163367454,NEXME TG20SR серый,NEXME,Микроволновые печи,511010000,Шымкент,59990,92385,35
138223196,Вафельница NEXME NSM 811A черный,NEXME,Сэндвичницы и вафельницы,511010000,Шымкент,4990,7685,35
109639632,"Компрессор масляный 300 л/мин КП-50/300М Ресанта прямой, 2000 Вт, 8 бар, ресивер 50 л 74/7/4",Ресанта,Воздушные компрессоры,511010000,Шымкент,101090,126363,20
100373394,"Мойка высокого давления Huter электрический 210 бар, W210i Professional",Huter,Мойки высокого давления,511010000,Шымкент,170490,170490,0
137506862,"Imou камера видеонаблюдения 4G Cruiser SC 3MP уличная, поворотная 355°",Imou,Камеры видеонаблюдения,511010000,Шымкент,41900,41900,0
136724683,Шлифмашина эксцентриковая CROWN Ct 13704sv,CROWN,Электрические шлифовальные машины,511010000,Шымкент,86600,86600,0
101145412,Триммер электрический Ресанта ЭТ-1500Н 1500 Вт ширина кошения 42 см леска/нож разъемная штанга плавный пуск 70/1/23,Ресанта,Триммеры для газона,511010000,Шымкент,49290,49290,0
159842589,Аэрогриль TROUVER FD20s Pro 10 л черный,TROUVER,Аэрогрили,511010000,Шымкент,75990,119990,37
172041449,Гриль NEXME NSM700 черный,NEXME,Электрогрили,511010000,Шымкент,29990,46185,35
101407722,"Мойка высокого давления Ресанта электрический 200 бар, МР-200БП",Ресанта,Мойки высокого давления,511010000,Шымкент,106090,106090,0
152235636,AULA F87 Pro V2 розовый,AULA,Клавиатуры,511010000,Шымкент,22991,22991,0
131790801,XTREON подставка для ноутбука DCX-031,XTREON,Подставки для ноутбуков,511010000,Шымкент,4990,9988,50
119134189,Imou ST2-32-S1 32 Гб,Imou,Карты памяти,511010000,Шымкент,6450,6450,0
50600001,"Компрессор масляный ВИХРЬ КМП-260/24, 8 бар",ВИХРЬ,Воздушные компрессоры,511010000,Шымкент,62390,77988,20
100305103,"Бассейн каркасный Bestway 56082/56424, 400x211x81 см",Bestway,Бассейны,511010000,Шымкент,56997,56997,0
101528361,"Бензиновый триммер 2500 Вт БТР-2500Р Ресанта двухтактный, антивибрационная система, разборная штанга, катушка с леской Easy Load/нож 40ТР, ширина скоса диском 255мм/леской 460 мм 70/2/40",Ресанта,Триммеры для газона,511010000,Шымкент,60590,60590,0
102836645,Ударный пневмогайковерт CROWN CT38113 660 Нм,CROWN,Пневмогайковерты,511010000,Шымкент,32400,32400,0
100048746,CROWN CT13311,CROWN,Ленточные шлифовальные машины,511010000,Шымкент,30990,30990,0
116870359,"Бензиновый триммер 2500 Вт GGT-2500ТA Huter двухтактный, антивибрационная система, цельная штанга, катушка с леской Easy Load/нож 40ТР, ширина скоса диском 255 мм/леской 460 мм 70/2/76",Huter,Триммеры для газона,511010000,Шымкент,52190,65238,20
100046554,Шлифмашина эксцентриковая CROWN CT13395,CROWN,Электрические шлифовальные машины,511010000,Шымкент,27990,27990,0
159842591,Аэрогриль TROUVER FD10s Pro 6 л черный,TROUVER,Аэрогрили,511010000,Шымкент,54990,54990,0
101407915,"Мойка высокого давления Ресанта электрический 200 бар, МР-200П",Ресанта,Мойки высокого давления,511010000,Шымкент,99790,99790,0
159842587,Аэрогриль TROUVER FD20s Pro 10 л белый,TROUVER,Аэрогрили,511010000,Шымкент,75990,75990,0
101817536,Многофункциональный инструмент CROWN CT16004 BMC,CROWN,Реноваторы,511010000,Шымкент,40990,40990,0
153182302,Imou microSD ST2-512-S1 512 Гб,Imou,Карты памяти,511010000,Шымкент,36950,36950,0
152258324,TROUVER Mobius 60 черный,TROUVER,Роботы-пылесосы,511010000,Шымкент,759990,859990,12
123156315,Набор пневмоинструмента ВИХРЬ НП-90 74/3/26 90 в 1,ВИХРЬ,Наборы пневмоинструмента,511010000,Шымкент,62190,77738,20
143175860,Портативная колонка MLOVE S1 черный,MLOVE,Портативные колонки,511010000,Шымкент,39990,39990,0
143175896,Портативная колонка MLOVE D4 черный,MLOVE,Портативные колонки,511010000,Шымкент,39990,39990,0
141794158,Фен строительный CROWN CT19041K,CROWN,Строительные фены,511010000,Шымкент,14990,14990,0
112414858,Imou камера видеонаблюдения Turret SE расширение 2560x1440,Imou,Камеры видеонаблюдения,511010000,Шымкент,29900,29900,0
157516580,NEXME FS-40H-1 черный,NEXME,Вентиляторы,511010000,Шымкент,12990,12990,0
139667064,Roborock Q8 Max Pro Plus Q8MPP02-02 белый,Roborock,Роботы-пылесосы,511010000,Шымкент,129990,129990,0
168936871,Блендер стационарный NEXME PB-888 черный,NEXME,Блендеры,511010000,Шымкент,6990,9082,23
160484392,"DREAME R10S Lite VRV80A черный, бронзовый",DREAME,Пылесосы,511010000,Шымкент,49990,55990,11
122658395,Deerma DX700S черный,Deerma,Пылесосы,511010000,Шымкент,15990,15990,0
149101966,"23.8"" XTREON XT24X1 черный",XTREON,Мониторы,511010000,Шымкент,49970,49970,0
122237981,1WIN Магний + Витамин В6 для нервной системы капсулы 240 шт,1WIN,Витамины и БАД,511010000,Шымкент,3200,3200,0
116302507,Pet Food Индейка и курица с рисом для взрослых всех пород 10 кг,Pet Food,Сухие корма для собак,511010000,Шымкент,8500,8500,0
162993018,Двойной аэрогриль NEXME DAF8000 8.1 л черный,NEXME,Аэрогрили,511010000,Шымкент,31990,31990,0
101984203,ITALWAX Flex Малина средняя воск 100 мл,ITALWAX,Воск для депиляции,511010000,Шымкент,1350,1350,0
117752201,Детские влажные салфетки JAZZ Mini Wet Wipes 64 шт,JAZZ,Влажные салфетки,511010000,Шымкент,390,390,0
132717610,Pet Food мясной микс 10 кг,Pet Food,Сухие корма для собак,511010000,Шымкент,8500,8500,0
153704372,Блендер портативный NEXME PB-102 белый,NEXME,Блендеры,511010000,Шымкент,7490,13632,45
117923939,NEXME FS-40B-1 белый,NEXME,Вентиляторы,511010000,Шымкент,11990,11990,0
152290679,NEXME AG20BS черный,NEXME,Микроволновые печи,511010000,Шымкент,64990,64990,0
114317323,NEXME SJYTD-1 черный,NEXME,Кулеры для воды,511010000,Шымкент,44990,72782,38
167415596,TROUVER Cordless Vacuum Cleaner S7 черный,TROUVER,Пылесосы,511010000,Шымкент,129990,129990,0
121221358,1WIN Инозитол 1000 мг капсулы 90 шт,1WIN,Витамины и БАД,511010000,Шымкент,2500,3135,20
139667145,Roborock Q8 Max Pro Plus Q8MPP52-02 черный,Roborock,Роботы-пылесосы,511010000,Шымкент,129990,129990,0
140639755,Redmi Pad 2 11 дюйм 8 Гб/256 Гб фиолетовый,REDMI,Планшеты,511010000,Шымкент,114990,114990,0
167342512,Xiaomi 17T Pro 12 ГБ/512 ГБ черный,Xiaomi,Смартфоны,511010000,Шымкент,449990,449990,0
153917502,REDMI Note 15 Pro 4G NFC 8 ГБ/256 ГБ черный,REDMI,Смартфоны,511010000,Шымкент,154990,154990,0
110937150,Xiaomi Smart Band 7 Pro черный,Xiaomi,Фитнес-браслеты,511010000,Шымкент,19978,19978,0
153918106,REDMI Note 15 Pro 5G NFC 8 ГБ/512 ГБ серый,REDMI,Смартфоны,511010000,Шымкент,194990,194990,0
141117615,"Imou камера видеонаблюдения Bullet 2E 5MP, 5 расширение 2880x1620",Imou,Камеры видеонаблюдения,511010000,Шымкент,27900,27900,0
154027452,Наушники XTREON CY-200 черно-красный,XTREON,Наушники,511010000,Шымкент,11990,11990,0
162964714,Тушь для ресниц Sen Sulu Тушь 01 Ink Black для объема черный,Sen Sulu,Тушь,511010000,Шымкент,3128,3128,0
15400145,"Бассейн каркасный Bestway Steel Pro Max 56420, 366x122 см",Bestway,Бассейны,511010000,Шымкент,133057,280000,52
115922593,Микрофон Hollyland Lark M2 Duo USB-C черный,Hollyland,Микрофоны,511010000,Шымкент,34990,34990,0
123229678,Наушники REDMI Buds 6 Play черный,REDMI,Наушники,511010000,Шымкент,6490,6490,0
123616368,CUBOT KingKong X 16 ГБ/256 ГБ черный,CUBOT,Смартфоны,511010000,Шымкент,199813,199813,0
118273472,Аэрогриль Xiaomi Smart Air Fryer BHR7357EU 6.5 л черный,Xiaomi,Аэрогрили,511010000,Шымкент,46990,61990,24
130723076,Шлифмашина угловая ALTECO AG 800-125 80138,ALTECO,Электрические шлифовальные машины,511010000,Шымкент,13990,13990,0
162365085,REDMI A7 Pro 4 ГБ/128 ГБ синий,REDMI,Смартфоны,511010000,Шымкент,69990,69990,0
123910518,Наушники Xiaomi Type-C Earphones M2413E1 черный,Xiaomi,Наушники,511010000,Шымкент,3990,3990,0
29502177,Maxler 100% Golden Creatine 300 г,Maxler,Креатин,511010000,Шымкент,14900,14900,0
101742308,ITALWAX Белый шоколад средняя пленочный воск 500 г,ITALWAX,Воск для депиляции,511010000,Шымкент,3960,3960,0
101742354,ITALWAX Роза средняя пленочный воск 500 г,ITALWAX,Воск для депиляции,511010000,Шымкент,3960,3960,0
162365070,REDMI A7 Pro 4 ГБ/128 ГБ оранжевый,REDMI,Смартфоны,511010000,Шымкент,69990,69990,0
1600384,Canon PIXMA E414 черный,Canon,Принтеры и МФУ,511010000,Шымкент,34990,34990,0
142743580,Sen Sulu Kiss Sculpt карандаш 05 rosy sand,Sen Sulu,"Помады, контуры, блески",511010000,Шымкент,2100,2800,25
153917532,REDMI Note 15 Pro 4G NFC 8 ГБ/256 ГБ серый,REDMI,Смартфоны,511010000,Шымкент,154990,154990,0
155504847,Sen Sulu Contour Stick корректор 02 Medium Shade,Sen Sulu,Корректоры и консилеры,511010000,Шымкент,9356,11900,21
118743637,1WIN Магний + Витамин В6 для нервной системы капсулы 120 шт,1WIN,Витамины и БАД,511010000,Шымкент,2290,2290,0
101172829,Воск ITALWAX Азулен плотность средняя в картридже 100 мл,ITALWAX,Воск для депиляции,511010000,Шымкент,1215,1215,0
118712078,"27"" XTREON XT2758VH черный",XTREON,Мониторы,511010000,Шымкент,69990,69990,0
115059375,Кусковое мыло хозяйственное TAZA 814587 Без аромата 200 г,TAZA,Туалетное и жидкое мыло,511010000,Шымкент,390,390,0
116937865,"Мойка высокого давления ALTECO электрический 140 бар, CPW 140-8 Home & Car 66882",ALTECO,Мойки высокого давления,511010000,Шымкент,58990,73738,20
153918963,REDMI Note 15 Pro+ 5G NFC 12 ГБ/512 ГБ коричневый,REDMI,Смартфоны,511010000,Шымкент,254990,254990,0
106121786,Qazprotein Muscle Mass Gainer 1400 г Шоколадное мороженое 1400 г,Qazprotein,Гейнеры,511010000,Шымкент,10940,10940,0
123029190,Sen Sulu Waterproof Eyeliner подводка черный Black,Sen Sulu,Контур для глаз,511010000,Шымкент,2550,4000,36
140909082,Напольные весы Xiaomi электронные Smart Scale S200 GL до 150 кг,Xiaomi,Напольные весы,511010000,Шымкент,9990,9990,0
117420268,Deerma DX700 Pro черный,Deerma,Пылесосы,511010000,Шымкент,17174,17174,0
138743835,Наушники Realme T200 lite черный,Realme,Наушники,511010000,Шымкент,7990,7990,0
107614665,Maxler 100% Golden Creatine 150 г,Maxler,Креатин,511010000,Шымкент,9000,9000,0
121516864,LUXVISAGE гель Brow Laminator Extreme Fix прозрачный 4 мл,LUXVISAGE,Декоративные средства для бровей,511010000,Шымкент,1690,2090,19
121763188,DREAME H13 Pro Plus Mix черный,DREAME,Пылесосы,511010000,Шымкент,151990,151990,0
142747096,Sen Sulu Lip блеск для губ 04 cherry bomb,Sen Sulu,"Помады, контуры, блески",511010000,Шымкент,4659,7200,35
153704401,Блендер погружной NEXME HB-104 белый,NEXME,Блендеры,511010000,Шымкент,4490,8172,45
156457769,Электрочайник NEXME JM-105 белый,NEXME,Электрочайники и термопоты,511010000,Шымкент,3990,6352,37
140770874,Соковыжималка NEXME JS-30 черный,NEXME,Соковыжималки,511010000,Шымкент,12990,16683,22
140639433,Redmi Pad 2 11 дюйм 4 Гб/128 Гб серый,REDMI,Планшеты,511010000,Шымкент,89990,99990,10
167342526,Xiaomi 17T Pro 12 ГБ/256 ГБ черный,Xiaomi,Смартфоны,511010000,Шымкент,419990,419990,0
112792116,Креатин Qazprotein Creatine Monohydrate нейтральный 150 г,Qazprotein,Креатин,511010000,Шымкент,4190,4190,0
132394419,XTREON подставка для ноутбука DCX-036,XTREON,Подставки для ноутбуков,511010000,Шымкент,4990,6238,20
3701383,Deerma DX700 белый,Deerma,Пылесосы,511010000,Шымкент,14753,14753,0
140970909,Блендер стационарный NEXME PB-999 белый,NEXME,Блендеры,511010000,Шымкент,4990,9082,45
148594750,REDMI Pad 2 Pro 5G 12.1 дюйм 8 Гб/256 Гб серый,REDMI,Планшеты,511010000,Шымкент,199990,199990,0
167200512,NEXME TC60B черный,NEXME,Вытяжки,511010000,Шымкент,22990,22990,0
143660765,XTREON JM01 белый,XTREON,Корпуса,511010000,Шымкент,9990,11238,11
136610090,XTREON N195 Mesh черный,XTREON,Корпуса,511010000,Шымкент,13990,13990,0
115287903,DREAME H12 Pro Plus CN черный,DREAME,Пылесосы,511010000,Шымкент,112013,112013,0
123229673,Наушники REDMI Buds 6 Play белый,REDMI,Наушники,511010000,Шымкент,5848,5848,0
136586689,XTREON N275 белый,XTREON,Корпуса,511010000,Шымкент,14990,14990,0
154751035,"23.8"" XTREON XT24N1 черный",XTREON,Мониторы,511010000,Шымкент,64990,81238,20
153704409,Блендер погружной NEXME HB-107 белый,NEXME,Блендеры,511010000,Шымкент,8490,15452,45
135147016,Midea MMWB205BB-GB черный,Midea,Микроволновые печи,511010000,Шымкент,82880,82880,0
135583745,NEXME G10 белый,NEXME,Пылесосы,511010000,Шымкент,69990,69990,0
142742836,Sen Sulu Kiss sculpt карандаш 02 espresso glow,Sen Sulu,"Помады, контуры, блески",511010000,Шымкент,2092,2800,25
